co_ppm,o3_ppb,no2_ppb,temperature,humidity,pm1,pm25,pm10,pm1_label,pm25_label,pm10_label,no2_label,o3_label,co_label,temperature_label,humidity_label,label_sum,risk_label
2.119496,10.0,6.199728,34.8,51,30,45,54,1,1,1,0,0,1,2,0,6,2
2.104734,10.0,6.18858,35.0,50,31,46,56,1,1,1,0,0,1,2,0,6,2
2.078416,10.0,6.155241,35.1,50,30,45,55,1,1,1,0,0,1,2,0,6,2
2.066824,10.0,6.122064,35.2,49,30,46,57,1,1,1,0,0,1,2,0,6,2
2.032425,10.0,6.300878,35.2,49,30,45,54,1,1,1,0,0,1,2,0,6,2
1.695828,10.0,8.194645,34.8,42,32,49,60,1,1,1,0,0,0,2,0,5,2
50.0,10.0,0.537699,29.1,56,0,4,4,0,0,0,0,0,2,1,1,4,1
12.34674,10.0,3.471642,29.1,56,30,45,53,1,1,1,0,0,2,1,1,7,2
8.994602,10.0,6.012623,29.1,56,28,47,59,1,1,1,0,0,2,1,1,7,2
6.933755,10.0,7.358441,29.1,56,33,49,59,1,1,1,0,0,1,1,1,6,2
5.605716,10.0,8.151532,29.1,56,33,49,59,1,1,1,0,0,1,1,1,6,2
4.622928,10.0,8.80579,29.1,56,33,49,59,1,1,1,0,0,1,1,1,6,2
4.168659,10.0,9.312554,29.1,56,33,49,59,1,1,1,0,0,1,1,1,6,2
3.786835,10.0,9.493105,29.1,56,33,49,60,1,1,1,0,0,1,1,1,6,2
3.488653,10.0,9.576279,29.1,56,33,49,60,1,1,1,0,0,1,1,1,6,2
3.188995,10.0,9.830036,29.2,56,34,52,64,1,1,1,0,0,1,1,1,6,2
3.021894,10.0,10.23181,29.2,56,34,52,64,1,1,1,0,0,1,1,1,6,2
2.856108,10.0,10.50238,29.2,56,34,52,64,1,1,1,0,0,1,1,1,6,2
2.726603,10.0,10.52067,29.2,56,35,52,64,1,1,1,0,0,1,1,1,6,2
2.617885,10.0,10.66806,29.3,56,35,52,64,1,1,1,0,0,1,1,1,6,2
2.531323,10.0,10.64953,29.3,56,34,52,64,1,1,1,0,0,1,1,1,6,2
2.458005,10.0,10.57571,29.4,56,34,53,65,1,1,1,0,0,1,1,1,6,2
2.376869,10.0,10.59412,29.4,56,34,52,65,1,1,1,0,0,1,1,1,6,2
2.311338,10.0,10.52067,29.4,56,34,52,64,1,1,1,0,0,1,1,1,6,2
2.269723,10.0,10.74252,29.4,56,37,57,68,2,1,1,0,0,1,1,1,7,2
2.207165,10.0,10.63103,29.4,56,37,57,68,2,1,1,0,0,1,1,1,7,2
2.17046,10.0,10.87405,29.4,56,38,57,67,2,1,1,0,0,1,1,1,7,2
2.122461,10.0,10.70523,29.4,56,37,55,66,2,1,1,0,0,1,1,1,7,2
2.081325,10.0,10.48413,29.4,56,37,54,65,2,1,1,0,0,1,1,1,7,2
2.069716,10.0,10.35722,29.4,56,37,54,65,2,1,1,0,0,1,1,1,7,2
2.052422,10.0,10.17851,29.5,56,37,56,67,2,1,1,0,0,1,1,1,7,2
2.029585,10.0,10.24963,29.5,56,37,56,67,2,1,1,0,0,1,1,1,7,2
1.98465,10.0,10.26749,29.5,56,37,57,68,2,1,1,0,0,1,1,1,7,2
1.935253,10.0,10.24963,29.6,56,37,57,68,2,1,1,0,0,1,1,1,7,2
1.935253,10.0,10.21401,29.6,56,37,58,69,2,1,1,0,0,1,1,1,7,2
1.892344,10.0,10.33921,29.7,55,37,58,69,2,1,1,0,0,1,1,0,6,2
1.908326,10.0,10.09029,29.7,55,41,62,71,2,2,1,0,0,1,1,0,7,2
1.905653,10.0,10.02024,29.7,55,42,62,72,2,2,1,0,0,1,1,0,7,2
2.34715,10.0,4.421471,29.8,55,42,62,72,2,2,1,0,0,1,1,0,7,2
5.369014,10.0,1.27899,29.8,55,42,64,73,2,2,1,0,0,1,1,0,7,2
7.013412,10.0,0.496014,29.8,55,46,70,76,2,2,1,0,0,1,1,0,7,2
6.833011,10.0,1.181271,29.8,55,47,71,76,2,2,1,0,0,1,1,0,7,2
5.336195,10.0,1.938844,29.9,55,123,500,600,2,2,2,0,0,1,1,0,8,2
5.30362,10.0,2.81889,29.9,55,121,500,600,2,2,2,0,0,1,1,0,8,2
5.013346,10.0,3.968214,30.0,55,98,500,600,2,2,2,0,0,1,1,0,8,2
8.521643,10.0,0.126848,30.1,55,71,500,600,2,2,2,0,0,1,1,0,8,2
6.275599,10.0,1.523503,30.2,56,69,500,600,2,2,2,0,0,1,1,1,9,2
5.30362,10.0,1.423519,30.3,56,76,500,600,2,2,2,0,0,1,1,1,9,2
4.777483,10.0,1.632171,30.4,55,78,500,600,2,2,2,0,0,1,1,0,8,2
4.622928,10.0,3.991061,30.5,55,77,500,600,2,2,2,0,0,1,1,0,8,2
4.156461,10.0,3.075739,30.5,55,74,500,600,2,2,2,0,0,1,1,0,8,2
4.217865,10.0,3.945476,30.6,55,104,500,600,2,2,2,0,0,1,1,0,8,2
3.819853,10.0,4.908572,30.7,54,75,500,600,2,2,2,0,0,1,1,0,8,2
3.595344,10.0,5.490995,30.7,54,74,500,600,2,2,2,0,0,1,1,0,8,2
3.488653,10.0,5.178401,30.8,53,119,500,600,2,2,2,0,0,1,1,0,8,2
4.331053,10.0,0.750293,30.8,53,152,500,600,2,2,2,0,0,1,1,0,8,2
4.108075,10.0,3.659507,30.9,53,156,500,600,2,2,2,0,0,1,1,0,8,2
3.647425,10.0,5.293757,30.9,53,176,500,600,2,2,2,0,0,1,1,0,8,2
3.498661,10.0,5.820003,30.9,53,175,479,540,2,2,2,0,0,1,1,0,8,2
3.503676,10.0,5.470986,30.9,52,175,465,523,2,2,2,0,0,1,1,0,8,2
3.366189,10.0,5.777948,30.9,52,148,500,600,2,2,2,0,0,1,1,0,8,2
3.161959,10.0,6.357708,30.9,52,176,500,600,2,2,2,0,0,1,1,0,8,2
3.021894,10.0,6.577896,31.0,52,179,500,600,2,2,2,0,0,1,1,0,8,2
3.108629,10.0,6.323555,31.0,52,188,500,600,2,2,2,0,0,1,1,0,8,2
3.207158,10.0,5.511068,31.0,52,189,500,600,2,2,2,0,0,1,1,0,8,2
3.294988,10.0,5.421244,31.0,52,182,391,426,2,2,2,0,0,1,1,0,8,2
3.135171,10.0,5.88359,31.0,52,180,361,388,2,2,2,0,0,1,1,0,8,2
3.161959,10.0,6.495987,31.0,52,177,338,361,2,2,2,0,0,1,1,0,8,2
2.996383,10.0,6.613283,31.1,52,176,336,359,2,2,2,0,0,1,1,0,8,2
2.784683,10.0,7.051636,31.1,52,179,500,600,2,2,2,0,0,1,1,0,8,2
2.632608,10.0,7.463408,31.1,52,183,500,600,2,2,2,0,0,1,1,0,8,2
2.892546,10.0,7.114567,31.1,52,184,500,600,2,2,2,0,0,1,1,0,8,2
2.860132,10.0,7.064181,31.1,52,184,500,600,2,2,2,0,0,1,1,0,8,2
2.788602,10.0,7.064181,31.1,52,187,500,600,2,2,2,0,0,1,1,0,8,2
2.816192,10.0,7.10194,31.1,51,188,481,539,2,2,2,0,0,1,1,0,8,2
2.749681,10.0,6.199728,31.1,51,187,471,528,2,2,2,0,0,1,1,0,8,2
2.692368,10.0,5.643119,31.1,51,177,357,384,2,2,2,0,0,1,1,0,8,2
2.625236,10.0,5.130984,31.1,52,175,336,360,2,2,2,0,0,1,1,0,8,2
3.498661,10.0,3.404081,31.1,52,175,335,358,2,2,2,0,0,1,1,0,8,2
3.06493,10.0,3.568046,31.1,52,170,319,337,2,2,2,0,0,1,1,0,8,2
2.788602,10.0,5.28406,31.2,52,170,325,347,2,2,2,0,0,1,1,0,8,2
2.570624,10.0,6.255742,31.2,52,169,323,345,2,2,2,0,0,1,1,0,8,2
2.447711,10.0,6.542678,31.2,52,186,398,431,2,2,2,0,0,1,1,0,8,2
2.458005,10.0,6.403502,31.3,52,186,406,440,2,2,2,0,0,1,1,0,8,2
2.434052,10.0,6.85365,31.3,52,161,500,600,2,2,2,0,0,1,1,0,8,2
2.383525,10.0,6.589673,31.4,51,160,500,600,2,2,2,0,0,1,1,0,8,2
2.34715,10.0,6.817096,31.4,51,158,500,600,2,2,2,0,0,1,1,0,8,2
3.765002,10.0,2.948101,31.4,51,187,500,600,2,2,2,0,0,1,1,0,8,2
3.332755,10.0,4.908572,31.4,51,188,500,600,2,2,2,0,0,1,1,0,8,2
3.099836,10.0,5.521128,31.5,51,196,500,560,2,2,2,0,0,1,1,0,8,2
2.769069,10.0,6.278273,31.5,51,194,440,480,2,2,2,0,0,1,1,0,8,2
2.643706,10.0,6.369128,31.5,51,192,435,472,2,2,2,0,0,1,1,0,8,2
2.496133,10.0,6.312206,31.6,51,175,500,600,2,2,2,0,0,1,1,0,8,2
2.454569,10.0,6.472754,31.6,51,200,500,600,2,2,2,0,0,1,1,0,8,2
2.437459,10.0,6.601468,31.6,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.403606,10.0,6.530976,31.6,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.334063,10.0,6.554398,31.6,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.279259,10.0,6.732494,31.6,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.222641,10.0,6.696529,31.6,50,196,412,445,2,2,2,0,0,1,1,0,8,2
2.301666,10.0,6.554398,31.6,50,189,385,413,2,2,2,0,0,1,1,0,8,2
2.276077,10.0,6.166336,31.6,50,187,382,410,2,2,2,0,0,1,1,0,8,2
2.288835,10.0,5.704999,31.6,50,181,350,374,2,2,2,0,0,1,1,0,8,2
2.295242,10.0,5.352268,31.6,50,177,338,359,2,2,2,0,0,1,1,0,8,2
2.225749,10.0,4.908572,31.6,50,176,336,356,2,2,2,0,0,1,1,0,8,2
8.419376,10.0,0.385755,31.7,50,188,424,461,2,2,2,0,0,1,1,0,8,2
7.491593,10.0,0.530304,31.8,51,200,456,489,2,2,2,0,0,1,1,0,8,2
5.468942,10.0,1.221607,31.8,51,196,411,440,2,2,2,0,0,1,1,0,8,2
5.443749,10.0,1.423519,31.8,51,194,406,432,2,2,2,0,0,1,1,0,8,2
7.798601,10.0,0.159568,31.9,51,164,500,600,2,2,2,0,0,1,1,0,8,2
11.29845,10.0,0.041924,31.9,50,158,500,600,2,2,2,0,0,2,1,0,9,2
17.21854,10.0,0.137031,31.9,50,71,500,600,2,2,2,0,0,2,1,0,9,2
13.50609,10.0,0.466488,31.9,50,58,500,600,2,2,2,0,0,2,1,0,9,2
7.64312,10.0,0.982053,31.9,50,57,500,600,2,2,2,0,0,1,1,0,8,2
5.764599,10.0,1.616866,31.9,50,142,500,600,2,2,2,0,0,1,1,0,8,2
4.842462,10.0,1.882924,31.9,50,138,500,600,2,2,2,0,0,1,1,0,8,2
4.622928,10.0,2.018269,31.9,50,76,500,600,2,2,2,0,0,1,1,0,8,2
4.180898,10.0,2.256415,31.9,49,62,500,600,2,2,2,0,0,1,1,0,8,2
3.781363,10.0,2.32034,31.9,49,62,500,600,2,2,2,0,0,1,1,0,8,2
3.554278,10.0,2.447118,31.9,49,135,500,600,2,2,2,0,0,1,1,0,8,2
3.419479,10.0,2.509809,31.8,49,193,500,600,2,2,2,0,0,1,1,0,8,2
3.290301,10.0,2.622473,31.8,49,198,500,600,2,2,2,0,0,1,1,0,8,2
3.161959,10.0,2.671934,31.7,49,200,500,600,2,2,2,0,0,1,1,0,8,2
3.013364,10.0,2.638881,31.7,49,200,500,600,2,2,2,0,0,1,1,0,8,2
3.00911,10.0,2.77302,31.6,49,200,500,600,2,2,2,0,0,1,1,0,8,2
3.00062,10.0,2.807367,31.6,49,200,500,600,2,2,2,0,0,1,1,0,8,2
3.043331,10.0,1.943195,31.6,49,200,500,583,2,2,2,0,0,1,1,0,8,2
3.668492,10.0,0.232471,31.5,49,200,500,582,2,2,2,0,0,1,1,0,8,2
3.689696,10.0,1.324877,31.5,50,200,500,576,2,2,2,0,0,1,1,0,8,2
3.995726,10.0,0.976638,31.5,50,200,500,565,2,2,2,0,0,1,1,0,8,2
3.605693,10.0,1.900002,31.5,50,200,500,568,2,2,2,0,0,1,1,0,8,2
3.207158,10.0,2.416221,31.5,50,200,500,600,2,2,2,0,0,1,1,0,8,2
3.09545,10.0,2.541612,31.5,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.946053,10.0,2.7109,31.5,50,138,500,600,2,2,2,0,0,1,1,0,8,2
2.856108,10.0,2.877061,31.5,50,142,500,600,2,2,2,0,0,1,1,0,8,2
2.76518,10.0,2.948101,31.5,50,142,500,600,2,2,2,0,0,1,1,0,8,2
2.707527,10.0,2.996222,31.4,50,181,500,600,2,2,2,0,0,1,1,0,8,2
2.707527,10.0,2.996222,31.4,50,185,500,600,2,2,2,0,0,1,1,0,8,2
2.718956,10.0,3.08812,31.4,50,190,500,600,2,2,2,0,0,1,1,0,8,2
2.654854,10.0,3.063398,31.4,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.625236,10.0,3.08812,31.4,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.581451,10.0,3.106766,31.4,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.606899,10.0,3.08812,31.3,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.524245,10.0,3.188596,31.3,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.499629,10.0,3.246248,31.3,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.506637,10.0,3.324411,31.3,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.499629,10.0,3.304731,31.3,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.55626,10.0,3.298191,31.3,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.559843,10.0,3.377357,31.3,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.496133,10.0,3.417507,31.3,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.517187,10.0,3.458044,31.3,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.492642,10.0,3.478457,31.3,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.492642,10.0,3.498967,31.3,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.496133,10.0,3.498967,31.3,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.538423,10.0,3.498967,31.3,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.559843,10.0,3.617058,31.3,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.499629,10.0,3.652404,31.3,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.496133,10.0,3.695187,31.3,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.485675,10.0,3.818643,31.3,50,200,500,600,2,2,2,0,0,1,1,0,8,2
2.471801,10.0,3.855591,31.3,51,200,500,600,2,2,2,0,0,1,1,0,8,2
2.444288,10.0,3.968214,31.3,51,200,500,600,2,2,2,0,0,1,1,0,8,2
2.734274,10.0,3.968214,31.3,51,200,500,600,2,2,2,0,0,1,1,0,8,2
2.545542,10.0,4.068009,31.3,51,200,500,600,2,2,2,0,0,1,1,0,8,2
2.475261,10.0,4.099132,31.3,51,200,500,600,2,2,2,0,0,1,1,0,8,2
2.461446,10.0,4.021694,31.2,51,200,500,600,2,2,2,0,0,1,1,0,8,2
2.434052,10.0,4.130453,31.2,51,200,500,600,2,2,2,0,0,1,1,0,8,2
2.383525,10.0,4.217616,31.2,51,200,500,600,2,2,2,0,0,1,1,0,8,2
2.380194,10.0,4.257745,31.1,51,200,500,600,2,2,2,0,0,1,1,0,8,2
2.334063,10.0,4.322612,31.0,51,200,500,600,2,2,2,0,0,1,1,0,8,2
2.140337,10.0,4.96338,31.0,51,200,500,600,2,2,2,0,0,1,1,0,8,2
2.116536,10.0,4.926783,30.9,51,200,500,600,2,2,2,0,0,1,1,0,8,2
2.128404,10.0,4.954209,30.8,51,200,500,600,2,2,2,0,0,1,1,0,8,2
2.090073,10.0,5.046581,30.6,51,200,500,600,2,2,2,0,0,1,1,0,8,2
2.084237,10.0,5.093322,30.5,51,200,500,600,2,2,2,0,0,1,1,0,8,2
2.075512,10.0,5.074581,30.3,51,200,500,600,2,2,2,0,0,1,1,0,8,2
2.063936,10.0,5.102715,30.3,52,200,495,531,2,2,2,0,0,1,1,0,8,2
2.049554,10.0,5.112123,30.2,52,200,495,531,2,2,2,0,0,1,1,0,8,2
2.032425,10.0,5.245421,30.2,52,200,492,527,2,2,2,0,0,1,1,0,8,2
2.021084,10.0,5.264709,30.2,52,200,493,526,2,2,2,0,0,1,1,0,8,2
1.995791,10.0,5.303471,30.2,52,200,480,512,2,2,2,0,0,1,1,0,8,2
1.990213,10.0,5.255058,30.2,52,200,476,506,2,2,2,0,0,1,1,0,8,2
1.954319,10.0,5.401459,30.2,52,200,475,506,2,2,2,0,0,1,1,0,8,2
1.940682,10.0,5.501024,30.2,52,200,453,475,2,2,2,0,0,1,1,0,8,2
1.905653,10.0,5.673985,30.2,52,200,452,474,2,2,2,0,0,1,1,0,8,2
1.902985,10.0,5.612401,30.1,52,200,429,454,2,2,2,0,0,1,1,0,8,2
1.879124,10.0,5.673985,30.1,52,200,420,444,2,2,2,0,0,1,1,0,8,2
1.871234,10.0,5.684306,30.1,52,200,419,443,2,2,2,0,0,1,1,0,8,2
1.850349,10.0,5.757022,30.1,52,200,407,435,2,2,2,0,0,1,1,0,8,2
1.847754,10.0,5.704999,30.1,52,200,405,433,2,2,2,0,0,1,1,0,8,2
1.847754,10.0,5.673985,30.1,52,196,379,404,2,2,2,0,0,1,1,0,8,2
1.834832,10.0,5.894249,30.1,52,196,378,403,2,2,2,0,0,1,1,0,8,2
1.821996,10.0,5.937052,30.1,52,196,378,403,2,2,2,0,0,1,1,0,8,2
1.821996,10.0,5.820003,30.1,52,194,372,393,2,2,2,0,0,1,1,0,8,2
1.811789,10.0,5.872951,30.1,52,194,372,393,2,2,2,0,0,1,1,0,8,2
1.804169,10.0,6.012623,30.1,52,195,372,394,2,2,2,0,0,1,1,0,8,2
1.786507,10.0,6.023488,30.1,52,190,364,383,2,2,2,0,0,1,1,0,8,2
1.773992,10.0,6.04527,30.1,52,188,352,370,2,2,2,0,0,1,1,0,8,2
1.776488,10.0,6.122064,30.1,52,186,348,368,2,2,2,0,0,1,1,0,8,2
1.794056,10.0,6.012623,30.0,52,183,342,360,2,2,2,0,0,1,1,0,8,2
1.801635,10.0,6.012623,30.0,52,179,338,360,2,2,2,0,0,1,1,0,8,2
1.799106,10.0,6.023488,30.0,53,184,347,370,2,2,2,0,0,1,1,0,8,2
1.796578,10.0,6.18858,30.0,53,181,343,364,2,2,2,0,0,1,1,0,8,2
1.789019,10.0,6.199728,30.0,53,179,336,354,2,2,2,0,0,1,1,0,8,2
1.786507,10.0,6.233282,30.0,53,179,336,354,2,2,2,0,0,1,1,0,8,2
1.786507,10.0,6.210896,30.0,53,182,339,357,2,2,2,0,0,1,1,0,8,2
1.794056,10.0,6.255742,30.0,53,178,330,344,2,2,2,0,0,1,1,0,8,2
1.796578,10.0,6.133106,29.9,53,178,329,344,2,2,2,0,0,1,1,0,8,2
1.789019,10.0,6.133106,29.9,53,179,327,345,2,2,2,0,0,1,1,0,8,2
1.796578,10.0,6.346305,29.9,53,174,321,339,2,2,2,0,0,1,1,0,8,2
1.778987,10.0,6.369128,29.9,53,175,322,341,2,2,2,0,0,1,1,0,8,2
2.340597,10.0,6.289566,31.4,54,21,31,33,1,1,0,0,0,1,1,0,4,1
2.327547,10.0,6.369128,31.4,54,22,32,35,1,1,0,0,0,1,1,0,4,1
2.317807,10.0,6.346305,31.4,54,22,31,35,1,1,0,0,0,1,1,0,4,1
2.32105,10.0,6.33492,31.4,54,22,32,34,1,1,0,0,0,1,1,0,4,1
2.330802,10.0,6.300878,31.4,54,21,31,32,1,1,0,0,0,1,1,0,4,1
2.337328,10.0,6.346305,31.4,54,22,32,34,1,1,0,0,0,1,1,0,4,1
2.311338,10.0,6.266998,31.4,54,22,32,34,1,1,0,0,0,1,1,0,4,1
2.324296,10.0,6.244503,31.4,54,21,31,33,1,1,0,0,0,1,1,0,4,1
2.34715,10.0,6.369128,31.4,54,21,31,33,1,1,0,0,0,1,1,0,4,1
2.324296,10.0,6.380568,31.4,54,22,32,34,1,1,0,0,0,1,1,0,4,1
2.301666,10.0,6.369128,31.4,54,21,32,34,1,1,0,0,0,1,1,0,4,1
2.31457,10.0,6.357708,31.4,54,20,32,34,1,1,0,0,0,1,1,0,4,1
2.330802,10.0,6.414997,31.4,54,20,31,34,1,1,0,0,0,1,1,0,4,1
2.308109,10.0,6.369128,31.4,54,19,30,33,1,1,0,0,0,1,1,0,4,1
2.288835,10.0,6.392026,31.4,54,21,29,33,1,0,0,0,0,1,1,0,3,0
2.308109,10.0,6.369128,31.4,54,21,30,33,1,1,0,0,0,1,1,0,4,1
2.324296,10.0,6.312206,31.4,54,21,30,33,1,1,0,0,0,1,1,0,4,1
2.288835,10.0,6.369128,31.4,54,22,32,34,1,1,0,0,0,1,1,0,4,1
2.295242,10.0,6.438046,31.4,54,22,32,34,1,1,0,0,0,1,1,0,4,1
2.311338,10.0,6.438046,31.4,54,22,32,34,1,1,0,0,0,1,1,0,4,1
2.295242,10.0,6.403502,31.4,54,22,32,34,1,1,0,0,0,1,1,0,4,1
2.298452,10.0,6.369128,31.4,54,21,31,33,1,1,0,0,0,1,1,0,4,1
2.279259,10.0,6.312206,31.4,54,21,31,34,1,1,0,0,0,1,1,0,4,1
2.301666,10.0,6.380568,31.4,54,22,32,36,1,1,0,0,0,1,1,0,4,1
2.285639,10.0,6.312206,31.4,54,22,32,36,1,1,0,0,0,1,1,0,4,1
2.282446,10.0,6.300878,31.4,54,22,32,34,1,1,0,0,0,1,1,0,4,1
2.292036,10.0,6.357708,31.4,54,22,32,34,1,1,0,0,0,1,1,0,4,1
2.311338,10.0,6.380568,31.4,54,22,32,34,1,1,0,0,0,1,1,0,4,1
2.279259,10.0,6.369128,31.4,54,22,32,34,1,1,0,0,0,1,1,0,4,1
2.282446,10.0,6.346305,31.4,54,22,32,35,1,1,0,0,0,1,1,0,4,1
2.279259,10.0,6.369128,31.4,54,21,31,34,1,1,0,0,0,1,1,0,4,1
2.282446,10.0,6.484361,31.4,54,21,33,36,1,1,0,0,0,1,1,0,4,1
2.272898,10.0,6.392026,31.4,54,22,32,34,1,1,0,0,0,1,1,0,4,1
2.263389,10.0,6.426512,31.4,54,22,32,34,1,1,0,0,0,1,1,0,4,1
2.266554,10.0,6.369128,31.4,54,21,32,36,1,1,0,0,0,1,1,0,4,1
2.285639,10.0,6.369128,31.4,54,21,32,36,1,1,0,0,0,1,1,0,4,1
2.263389,10.0,6.519295,31.4,54,21,33,36,1,1,0,0,0,1,1,0,4,1
2.247629,10.0,6.369128,31.4,54,22,31,34,1,1,0,0,0,1,1,0,4,1
2.225749,10.0,6.403502,31.4,54,22,31,34,1,1,0,0,0,1,1,0,4,1
2.272898,10.0,6.484361,31.3,54,22,31,33,1,1,0,0,0,1,1,0,4,1
2.272898,10.0,6.507631,31.3,54,23,32,34,1,1,0,0,0,1,1,0,4,1
2.222641,10.0,6.519295,31.3,54,23,32,34,1,1,0,0,0,1,1,0,4,1
2.225749,10.0,6.438046,31.3,54,22,32,34,1,1,0,0,0,1,1,0,4,1
2.250772,10.0,6.380568,31.3,54,21,32,35,1,1,0,0,0,1,1,0,4,1
2.04669,10.0,6.817096,31.3,54,23,35,40,1,1,0,0,0,1,1,0,4,1
2.029585,10.0,6.927293,31.4,54,24,36,41,1,1,0,0,0,1,1,0,4,1
2.043829,10.0,6.89038,31.5,53,24,36,41,1,1,0,0,0,1,1,0,4,1
2.040972,10.0,6.85365,31.7,53,24,36,42,1,1,0,0,0,1,1,0,4,1
2.040972,10.0,6.85365,31.8,52,23,35,41,1,1,0,0,0,1,1,0,4,1
2.03527,10.0,6.878117,31.8,52,23,35,41,1,1,0,0,0,1,1,0,4,1
2.03527,10.0,6.902664,31.8,52,23,35,41,1,1,0,0,0,1,1,0,4,1
2.018258,10.0,7.01412,31.8,52,24,36,42,1,1,0,0,0,1,1,0,4,1
2.009804,10.0,7.001656,31.8,52,23,35,41,1,1,0,0,0,1,1,0,4,1
2.009804,10.0,6.952,31.8,52,23,35,41,1,1,0,0,0,1,1,0,4,1
1.993,10.0,7.139885,31.8,52,23,35,41,1,1,0,0,0,1,1,0,4,1
2.001385,10.0,7.10194,31.7,52,24,35,41,1,1,0,0,0,1,1,0,4,1
1.990213,10.0,7.139885,31.7,52,24,36,42,1,1,0,0,0,1,1,0,4,1
2.001385,10.0,7.127216,31.6,52,24,36,42,1,1,0,0,0,1,1,0,4,1
1.993,10.0,7.127216,31.5,52,23,34,42,1,1,0,0,0,1,1,0,4,1
1.987429,10.0,7.076747,31.5,52,25,35,42,1,1,0,0,0,1,1,0,4,1
1.96805,10.0,7.216332,31.4,52,23,34,40,1,1,0,0,0,1,1,0,4,1
1.96805,10.0,7.152575,31.3,53,23,34,40,1,1,0,0,0,1,1,0,4,1
1.962547,10.0,7.076747,31.2,53,23,33,39,1,1,0,0,0,1,1,0,4,1
1.951584,10.0,7.165286,31.2,53,23,33,39,1,1,0,0,0,1,1,0,4,1
1.946126,10.0,7.139885,31.1,53,23,34,40,1,1,0,0,0,1,1,0,4,1
1.948853,10.0,7.139885,31.1,53,24,35,43,1,1,0,0,0,1,1,0,4,1
1.932543,10.0,7.139885,31.0,53,24,35,43,1,1,0,0,0,1,1,0,4,1
1.937966,10.0,7.139885,31.0,53,25,35,44,1,1,0,0,0,1,1,0,4,1
4.460975,10.0,6.732494,30.9,53,24,34,43,1,1,0,0,0,1,1,0,4,1
3.434173,10.0,6.554398,30.9,53,25,36,45,1,1,0,0,0,1,1,0,4,1
2.606899,10.0,6.792826,30.8,54,24,37,44,1,1,0,0,0,1,1,0,4,1
2.125431,10.0,7.216332,30.8,56,26,38,45,1,1,0,0,0,1,1,1,5,2
2.087153,10.0,7.064181,30.9,58,25,38,45,1,1,0,0,0,1,1,1,5,2
2.040972,10.0,7.051636,31.0,59,24,38,43,1,1,0,0,0,1,1,1,5,2
2.004188,10.0,7.064181,31.1,59,24,37,42,1,1,0,0,0,1,1,1,5,2
1.98465,10.0,7.127216,31.1,59,24,36,40,1,1,0,0,0,1,1,1,5,2
1.987429,10.0,6.952,31.2,58,24,36,40,1,1,0,0,0,1,1,1,5,2
1.981873,10.0,6.89038,31.2,56,24,36,40,1,1,0,0,0,1,1,1,5,2
1.96805,10.0,6.829262,31.3,55,24,35,43,1,1,0,0,0,1,1,0,4,1
1.96805,10.0,6.589673,31.3,54,24,35,43,1,1,0,0,0,1,1,0,4,1
1.9598,10.0,6.613283,31.3,54,25,36,43,1,1,0,0,0,1,1,0,4,1
1.946126,10.0,6.648844,31.3,54,24,37,43,1,1,0,0,0,1,1,0,4,1
1.943402,10.0,6.530976,31.3,54,24,37,43,1,1,0,0,0,1,1,0,4,1
1.924439,10.0,6.613283,31.4,54,24,35,43,1,1,0,0,0,1,1,0,4,1
1.924439,10.0,6.530976,31.4,54,25,38,45,1,1,0,0,0,1,1,0,4,1
1.913683,10.0,6.449595,31.5,54,25,38,45,1,1,0,0,0,1,1,0,4,1
1.919054,10.0,6.449595,31.5,54,25,37,43,1,1,0,0,0,1,1,0,4,1
1.913683,10.0,6.542678,31.6,53,25,37,43,1,1,0,0,0,1,1,0,4,1
1.905653,10.0,6.542678,31.6,53,25,37,43,1,1,0,0,0,1,1,0,4,1
1.905653,10.0,6.438046,31.7,53,25,37,43,1,1,0,0,0,1,1,0,4,1
1.905653,10.0,6.426512,31.7,53,25,37,43,1,1,0,0,0,1,1,0,4,1
1.905653,10.0,6.495987,31.8,52,26,38,45,1,1,0,0,0,1,1,0,4,1
1.902985,10.0,6.519295,31.8,52,26,38,45,1,1,0,0,0,1,1,0,4,1
