co_ppm,o3_ppb,no2_ppb,temperature,humidity,pm1,pm25,pm10,pm1_label,pm25_label,pm10_label,no2_label,o3_label,co_label,temperature_label,humidity_label,label_sum,risk_label
3.80881,10.0,7.967153,30.3,54,21,30,31,1,1,0,0,0,1,1,0,4,1
3.803303,10.0,7.869489,30.3,54,20,30,31,1,1,0,0,0,1,1,0,4,1
3.765002,10.0,7.995262,30.3,54,19,29,30,1,0,0,0,0,1,1,0,3,0
3.786835,10.0,7.869489,30.3,54,19,28,30,1,0,0,0,0,1,1,0,3,0
3.792315,10.0,7.911207,30.4,54,19,29,29,1,0,0,0,0,1,1,0,3,0
3.759566,10.0,7.995262,30.4,54,19,29,29,1,0,0,0,0,1,1,0,3,0
3.748721,10.0,7.855629,30.4,54,19,29,29,1,0,0,0,0,1,1,0,3,0
3.775901,10.0,7.841792,30.4,54,19,29,31,1,0,0,0,0,1,1,0,3,0
3.748721,10.0,7.967153,30.4,54,20,32,34,1,1,0,0,0,1,1,0,4,1
3.748721,10.0,7.967153,30.4,54,20,32,34,1,1,0,0,0,1,1,0,4,1
3.743311,10.0,7.995262,30.4,54,20,32,34,1,1,0,0,0,1,1,0,4,1
3.748721,10.0,7.841792,30.4,54,20,31,34,1,1,0,0,0,1,1,0,4,1
3.759566,10.0,7.869489,30.4,54,20,31,34,1,1,0,0,0,1,1,0,4,1
3.732519,10.0,7.967153,30.5,54,19,29,32,1,0,0,0,0,1,1,0,3,0
3.748721,10.0,7.814186,30.5,54,20,30,32,1,1,0,0,0,1,1,0,4,1
3.748721,10.0,7.759243,30.5,54,19,29,32,1,0,0,0,0,1,1,0,3,0
3.748721,10.0,7.841792,30.5,54,20,29,31,1,0,0,0,0,1,1,0,3,0
3.748721,10.0,7.841792,30.5,54,20,29,31,1,0,0,0,0,1,1,0,3,0
3.743311,10.0,7.939133,30.5,54,20,29,31,1,0,0,0,0,1,1,0,3,0
3.743311,10.0,7.704659,30.5,54,22,30,34,1,1,0,0,0,1,1,0,4,1
3.754139,10.0,7.786668,30.5,54,22,30,33,1,1,0,0,0,1,1,0,4,1
3.743311,10.0,7.995262,30.5,54,22,31,34,1,1,0,0,0,1,1,0,4,1
3.754139,10.0,7.981195,30.5,54,22,31,34,1,1,0,0,0,1,1,0,4,1
3.748721,10.0,7.925158,30.5,53,22,31,34,1,1,0,0,0,1,1,0,4,1
3.759566,10.0,7.827978,30.5,53,21,28,31,1,0,0,0,0,1,1,0,3,0
3.748721,10.0,7.841792,30.5,53,21,28,31,1,0,0,0,0,1,1,0,3,0
3.748721,10.0,7.786668,30.5,53,21,26,29,1,0,0,0,0,1,1,0,3,0
3.748721,10.0,7.841792,30.6,53,21,30,31,1,1,0,0,0,1,1,0,4,1
1.56005,10.0,8.652883,31.0,51,25,36,43,1,1,0,0,0,0,1,0,3,0
1.553421,10.0,8.759651,31.0,51,25,36,43,1,1,0,0,0,0,1,0,3,0
1.571156,10.0,8.744323,31.0,51,25,35,42,1,1,0,0,0,0,1,0,3,0
1.623184,10.0,8.547346,31.3,51,22,33,36,1,1,0,0,0,0,1,0,3,0
1.630085,10.0,8.369247,31.3,51,23,33,37,1,1,0,0,0,0,1,0,3,0
1.630085,10.0,8.354565,31.3,51,22,34,38,1,1,0,0,0,0,1,0,3,0
1.634702,10.0,8.413441,31.3,51,22,32,38,1,1,0,0,0,0,1,0,3,0
1.632392,10.0,8.472709,31.3,51,22,32,38,1,1,0,0,0,0,1,0,3,0
1.627782,10.0,8.472709,31.3,51,23,33,36,1,1,0,0,0,0,1,0,3,0
1.630085,10.0,8.252463,31.3,51,23,33,36,1,1,0,0,0,0,1,0,3,0
1.63933,10.0,8.310662,31.3,51,22,32,36,1,1,0,0,0,0,1,0,3,0
1.623184,10.0,8.457853,31.3,51,23,33,37,1,1,0,0,0,0,1,0,3,0
1.625481,10.0,8.266978,31.3,51,23,35,39,1,1,0,0,0,0,1,0,3,0
1.627782,10.0,8.472709,31.3,51,21,34,38,1,1,0,0,0,0,1,0,3,0
1.623184,10.0,8.487586,31.3,51,21,34,38,1,1,0,0,0,0,1,0,3,0
1.632392,10.0,8.296078,31.3,51,23,32,36,1,1,0,0,0,0,1,0,3,0
1.625481,10.0,8.413441,31.3,51,23,32,36,1,1,0,0,0,0,1,0,3,0
1.632392,10.0,8.428221,31.3,51,22,32,35,1,1,0,0,0,0,1,0,3,0
1.634702,10.0,8.457853,31.3,51,22,32,35,1,1,0,0,0,0,1,0,3,0
1.625481,10.0,8.325274,31.4,51,22,32,35,1,1,0,0,0,0,1,0,3,0
1.632392,10.0,8.296078,31.4,51,24,33,36,1,1,0,0,0,0,1,0,3,0
1.616309,10.0,8.443026,31.4,51,23,32,35,1,1,0,0,0,0,1,0,3,0
1.616309,10.0,8.428221,31.4,51,23,32,36,1,1,0,0,0,0,1,0,3,0
1.616309,10.0,8.413441,31.4,51,22,31,36,1,1,0,0,0,0,1,0,3,0
1.625481,10.0,8.237974,31.5,51,22,32,35,1,1,0,0,0,0,1,0,3,0
1.614023,10.0,8.457853,31.5,51,22,32,35,1,1,0,0,0,0,1,0,3,0
